LOAN_ID,PORTFOLIO_ID,PORTFOLIO_NAME,FRAUD_TYPE,FRAUD_CONFIRMED_DATE,LOAN_STATUS,LOAN_CLOSED_DATE,REPURCHASED_BY_HAPPY_MONEY,CURRENT_INVESTOR
98917,138,Cross River Bank TM,TBD - Needs Business Logic,2025-01-08,Charged Off,,Yes - Repurchased,Payoff FBO Alliant Credit Union
98917,138,Cross River Bank TM,TBD - Needs Business Logic,2025-01-08,Charged Off,,No,Cross River Bank TM
98917,138,Cross River Bank TM,TBD - Needs Business Logic,2025-01-08,Charged Off,,Yes - Repurchased,Payoff FBO Alliant Credit Union
98917,138,Cross River Bank TM,TBD - Needs Business Logic,2025-01-08,Charged Off,,No,Cross River Bank TM
98917,138,Cross River Bank TM,TBD - Needs Business Logic,2025-01-08,Charged Off,,Yes - Repurchased,Payoff FBO Alliant Credit Union
98917,98,First Party Fraud - Confirmed,TBD - Needs Business Logic,2025-01-08,Charged Off,,Yes - Repurchased,Payoff FBO Alliant Credit Union
98917,98,First Party Fraud - Confirmed,TBD - Needs Business Logic,2025-01-08,Charged Off,,No,Cross River Bank TM
101694,196,BankruptcyWatch Integration,TBD - Needs Business Logic,2025-01-08,Charged Off,,No,Veridian CU
101694,181,BankruptcyWatch Primary Case Terminated,TBD - Needs Business Logic,2025-01-08,Charged Off,,No,Veridian CU
101694,193,Bankruptcy Monitoring,TBD - Needs Business Logic,2025-01-08,Charged Off,,No,Veridian CU
101694,98,First Party Fraud - Confirmed,TBD - Needs Business Logic,2025-01-08,Charged Off,,No,Veridian CU
101694,18,Fraud - Declined,TBD - Needs Business Logic,2025-01-08,Charged Off,,No,Veridian CU
101694,198,FEB,TBD - Needs Business Logic,2025-01-08,Charged Off,,No,Veridian CU
101694,198,FEB,TBD - Needs Business Logic,2025-01-08,Charged Off,,No,Veridian CU
104663,77,Alliant CU,TBD - Needs Business Logic,2025-01-08,Charged Off,,No,Alliant CU
104663,196,BankruptcyWatch Integration,TBD - Needs Business Logic,2025-01-08,Charged Off,,No,Alliant CU
104663,77,Alliant CU,TBD - Needs Business Logic,2025-01-08,Charged Off,,No,Alliant CU
104663,193,Bankruptcy Monitoring,TBD - Needs Business Logic,2025-01-08,Charged Off,,No,Alliant CU
104663,98,First Party Fraud - Confirmed,TBD - Needs Business Logic,2025-01-08,Charged Off,,No,Alliant CU
104970,77,Alliant CU,TBD - Needs Business Logic,2025-01-08,Charged Off,,No,Alliant CU
104970,18,Fraud - Declined,TBD - Needs Business Logic,2025-01-08,Charged Off,,No,Alliant CU
104970,98,First Party Fraud - Confirmed,TBD - Needs Business Logic,2025-01-08,Charged Off,,No,Alliant CU
104970,77,Alliant CU,TBD - Needs Business Logic,2025-01-08,Charged Off,,No,Alliant CU
104970,193,Bankruptcy Monitoring,TBD - Needs Business Logic,2025-01-08,Charged Off,,No,Alliant CU
104970,196,BankruptcyWatch Integration,TBD - Needs Business Logic,2025-01-08,Charged Off,,No,Alliant CU
105080,79,First Tech FCU,TBD - Needs Business Logic,2025-01-08,Charged Off,,No,First Tech FCU
105080,193,Bankruptcy Monitoring,TBD - Needs Business Logic,2025-01-08,Charged Off,,No,First Tech FCU
105080,79,First Tech FCU,TBD - Needs Business Logic,2025-01-08,Charged Off,,No,First Tech FCU
105080,196,BankruptcyWatch Integration,TBD - Needs Business Logic,2025-01-08,Charged Off,,No,First Tech FCU
105080,98,First Party Fraud - Confirmed,TBD - Needs Business Logic,2025-01-08,Charged Off,,No,First Tech FCU
77471,193,Bankruptcy Monitoring,TBD - Needs Business Logic,2025-01-07,Charged Off,,No,Happy Money
77471,78,Technology CU,TBD - Needs Business Logic,2025-01-07,Charged Off,,No,Happy Money
77471,78,Technology CU,TBD - Needs Business Logic,2025-01-07,Charged Off,,No,Happy Money
77471,196,BankruptcyWatch Integration,TBD - Needs Business Logic,2025-01-07,Charged Off,,No,Happy Money
77471,98,First Party Fraud - Confirmed,TBD - Needs Business Logic,2025-01-07,Charged Off,,No,Happy Money
99173,138,Cross River Bank TM,TBD - Needs Business Logic,2025-01-07,Charged Off,,No,Happy Money
99173,196,BankruptcyWatch Integration,TBD - Needs Business Logic,2025-01-07,Charged Off,,No,Happy Money
99173,193,Bankruptcy Monitoring,TBD - Needs Business Logic,2025-01-07,Charged Off,,No,Happy Money
99173,138,Cross River Bank TM,TBD - Needs Business Logic,2025-01-07,Charged Off,,No,Happy Money
99173,138,Cross River Bank TM,TBD - Needs Business Logic,2025-01-07,Charged Off,,No,Happy Money
99173,98,First Party Fraud - Confirmed,TBD - Needs Business Logic,2025-01-07,Charged Off,,No,Happy Money
33705,196,BankruptcyWatch Integration,TBD - Needs Business Logic,2025-01-06,Charged Off,2025-01-06,No,Happy Money
33705,75,Do Not Mail,TBD - Needs Business Logic,2025-01-06,Charged Off,2025-01-06,No,Happy Money
33705,73,Do Not SMS,TBD - Needs Business Logic,2025-01-06,Charged Off,2025-01-06,No,Happy Money
33705,17,Identity Theft Fraud - Confirmed,TBD - Needs Business Logic,2025-01-06,Charged Off,2025-01-06,No,Happy Money
33705,72,Do Not Call,TBD - Needs Business Logic,2025-01-06,Charged Off,2025-01-06,No,Happy Money
33705,59,Account Balance Issues,TBD - Needs Business Logic,2025-01-06,Charged Off,2025-01-06,No,Happy Money
33705,64,Enrolled In AutoPay,TBD - Needs Business Logic,2025-01-06,Charged Off,2025-01-06,No,Happy Money
33705,74,Do Not Email,TBD - Needs Business Logic,2025-01-06,Charged Off,2025-01-06,No,Happy Money
33705,79,First Tech FCU,TBD - Needs Business Logic,2025-01-06,Charged Off,2025-01-06,No,Happy Money
33705,79,First Tech FCU,TBD - Needs Business Logic,2025-01-06,Charged Off,2025-01-06,No,Happy Money
82312,193,Bankruptcy Monitoring,TBD - Needs Business Logic,2025-01-06,Charged Off,,No,First Tech FCU
82312,79,First Tech FCU,TBD - Needs Business Logic,2025-01-06,Charged Off,,No,First Tech FCU
82312,72,Do Not Call,TBD - Needs Business Logic,2025-01-06,Charged Off,,No,First Tech FCU
82312,196,BankruptcyWatch Integration,TBD - Needs Business Logic,2025-01-06,Charged Off,,No,First Tech FCU
82312,73,Do Not SMS,TBD - Needs Business Logic,2025-01-06,Charged Off,,No,First Tech FCU
82312,75,Do Not Mail,TBD - Needs Business Logic,2025-01-06,Charged Off,,No,First Tech FCU
82312,74,Do Not Email,TBD - Needs Business Logic,2025-01-06,Charged Off,,No,First Tech FCU
82312,98,First Party Fraud - Confirmed,TBD - Needs Business Logic,2025-01-06,Charged Off,,No,First Tech FCU
82312,79,First Tech FCU,TBD - Needs Business Logic,2025-01-06,Charged Off,,No,First Tech FCU
85059,98,First Party Fraud - Confirmed,TBD - Needs Business Logic,2025-01-06,Charged Off,,No,Alliant CU
85059,193,Bankruptcy Monitoring,TBD - Needs Business Logic,2025-01-06,Charged Off,,No,Alliant CU
85059,77,Alliant CU,TBD - Needs Business Logic,2025-01-06,Charged Off,,No,Alliant CU
85059,77,Alliant CU,TBD - Needs Business Logic,2025-01-06,Charged Off,,No,Alliant CU
85059,196,BankruptcyWatch Integration,TBD - Needs Business Logic,2025-01-06,Charged Off,,No,Alliant CU
103135,193,Bankruptcy Monitoring,TBD - Needs Business Logic,2025-01-06,Charged Off,,No,Alliant CU
103135,72,Do Not Call,TBD - Needs Business Logic,2025-01-06,Charged Off,,No,Alliant CU
103135,74,Do Not Email,TBD - Needs Business Logic,2025-01-06,Charged Off,,No,Alliant CU
103135,16,Fraud - Pending Investigation,TBD - Needs Business Logic,2025-01-06,Charged Off,,No,Alliant CU
103135,196,BankruptcyWatch Integration,TBD - Needs Business Logic,2025-01-06,Charged Off,,No,Alliant CU
103135,18,Fraud - Declined,TBD - Needs Business Logic,2025-01-06,Charged Off,,No,Alliant CU
103135,77,Alliant CU,TBD - Needs Business Logic,2025-01-06,Charged Off,,No,Alliant CU
103135,77,Alliant CU,TBD - Needs Business Logic,2025-01-06,Charged Off,,No,Alliant CU
103135,98,First Party Fraud - Confirmed,TBD - Needs Business Logic,2025-01-06,Charged Off,,No,Alliant CU
103135,75,Do Not Mail,TBD - Needs Business Logic,2025-01-06,Charged Off,,No,Alliant CU
103135,73,Do Not SMS,TBD - Needs Business Logic,2025-01-06,Charged Off,,No,Alliant CU
106178,75,Do Not Mail,TBD - Needs Business Logic,2025-01-06,Charged Off,,No,Alliant CU
106178,193,Bankruptcy Monitoring,TBD - Needs Business Logic,2025-01-06,Charged Off,,No,Alliant CU
106178,73,Do Not SMS,TBD - Needs Business Logic,2025-01-06,Charged Off,,No,Alliant CU
106178,196,BankruptcyWatch Integration,TBD - Needs Business Logic,2025-01-06,Charged Off,,No,Alliant CU
106178,72,Do Not Call,TBD - Needs Business Logic,2025-01-06,Charged Off,,No,Alliant CU
106178,77,Alliant CU,TBD - Needs Business Logic,2025-01-06,Charged Off,,No,Alliant CU
106178,77,Alliant CU,TBD - Needs Business Logic,2025-01-06,Charged Off,,No,Alliant CU
106178,18,Fraud - Declined,TBD - Needs Business Logic,2025-01-06,Charged Off,,No,Alliant CU
106178,74,Do Not Email,TBD - Needs Business Logic,2025-01-06,Charged Off,,No,Alliant CU
106178,98,First Party Fraud - Confirmed,TBD - Needs Business Logic,2025-01-06,Charged Off,,No,Alliant CU
111987,193,Bankruptcy Monitoring,TBD - Needs Business Logic,2025-01-06,Charged Off,,No,Alliant CU
111987,98,First Party Fraud - Confirmed,TBD - Needs Business Logic,2025-01-06,Charged Off,,No,Alliant CU
111987,77,Alliant CU,TBD - Needs Business Logic,2025-01-06,Charged Off,,No,Alliant CU
111987,77,Alliant CU,TBD - Needs Business Logic,2025-01-06,Charged Off,,No,Alliant CU
111987,196,BankruptcyWatch Integration,TBD - Needs Business Logic,2025-01-06,Charged Off,,No,Alliant CU
116682,73,Do Not SMS,TBD - Needs Business Logic,2025-01-06,Charged Off,2025-01-06,No,Happy Money
116682,193,Bankruptcy Monitoring,TBD - Needs Business Logic,2025-01-06,Charged Off,2025-01-06,No,Happy Money
116682,75,Do Not Mail,TBD - Needs Business Logic,2025-01-06,Charged Off,2025-01-06,No,Happy Money
116682,72,Do Not Call,TBD - Needs Business Logic,2025-01-06,Charged Off,2025-01-06,No,Happy Money
116682,74,Do Not Email,TBD - Needs Business Logic,2025-01-06,Charged Off,2025-01-06,No,Happy Money
116682,86,GreenState CU,TBD - Needs Business Logic,2025-01-06,Charged Off,2025-01-06,No,Happy Money
116682,86,GreenState CU,TBD - Needs Business Logic,2025-01-06,Charged Off,2025-01-06,No,Happy Money
116682,17,Identity Theft Fraud - Confirmed,TBD - Needs Business Logic,2025-01-06,Charged Off,2025-01-06,No,Happy Money
116682,196,BankruptcyWatch Integration,TBD - Needs Business Logic,2025-01-06,Charged Off,2025-01-06,No,Happy Money
123593,98,First Party Fraud - Confirmed,TBD - Needs Business Logic,2025-01-06,Charged Off,,No,Alliant CU
123593,196,BankruptcyWatch Integration,TBD - Needs Business Logic,2025-01-06,Charged Off,,No,Alliant CU
123593,77,Alliant CU,TBD - Needs Business Logic,2025-01-06,Charged Off,,No,Alliant CU
123593,77,Alliant CU,TBD - Needs Business Logic,2025-01-06,Charged Off,,No,Alliant CU
123593,193,Bankruptcy Monitoring,TBD - Needs Business Logic,2025-01-06,Charged Off,,No,Alliant CU
75912,193,Bankruptcy Monitoring,TBD - Needs Business Logic,2025-01-02,Charged Off,,No,Alliant CU
75912,98,First Party Fraud - Confirmed,TBD - Needs Business Logic,2025-01-02,Charged Off,,No,Alliant CU
75912,77,Alliant CU,TBD - Needs Business Logic,2025-01-02,Charged Off,,No,Alliant CU
75912,77,Alliant CU,TBD - Needs Business Logic,2025-01-02,Charged Off,,No,Alliant CU
75912,196,BankruptcyWatch Integration,TBD - Needs Business Logic,2025-01-02,Charged Off,,No,Alliant CU
91410,79,First Tech FCU,TBD - Needs Business Logic,2025-01-02,Charged Off,,No,First Tech FCU
91410,98,First Party Fraud - Confirmed,TBD - Needs Business Logic,2025-01-02,Charged Off,,No,First Tech FCU
91410,193,Bankruptcy Monitoring,TBD - Needs Business Logic,2025-01-02,Charged Off,,No,First Tech FCU
91410,196,BankruptcyWatch Integration,TBD - Needs Business Logic,2025-01-02,Charged Off,,No,First Tech FCU
91410,79,First Tech FCU,TBD - Needs Business Logic,2025-01-02,Charged Off,,No,First Tech FCU
120223,83,Teachers FCU,TBD - Needs Business Logic,2025-01-02,Charged Off,,No,Teachers FCU
120223,196,BankruptcyWatch Integration,TBD - Needs Business Logic,2025-01-02,Charged Off,,No,Teachers FCU
120223,83,Teachers FCU,TBD - Needs Business Logic,2025-01-02,Charged Off,,No,Teachers FCU
120223,98,First Party Fraud - Confirmed,TBD - Needs Business Logic,2025-01-02,Charged Off,,No,Teachers FCU
120223,193,Bankruptcy Monitoring,TBD - Needs Business Logic,2025-01-02,Charged Off,,No,Teachers FCU
84811,196,BankruptcyWatch Integration,TBD - Needs Business Logic,2024-12-30,Charged Off,,No,Alliant CU
84811,98,First Party Fraud - Confirmed,TBD - Needs Business Logic,2024-12-30,Charged Off,,No,Alliant CU
84811,193,Bankruptcy Monitoring,TBD - Needs Business Logic,2024-12-30,Charged Off,,No,Alliant CU
84811,77,Alliant CU,TBD - Needs Business Logic,2024-12-30,Charged Off,,No,Alliant CU
84811,77,Alliant CU,TBD - Needs Business Logic,2024-12-30,Charged Off,,No,Alliant CU
93315,77,Alliant CU,TBD - Needs Business Logic,2024-12-30,Charged Off,,No,Alliant CU
93315,77,Alliant CU,TBD - Needs Business Logic,2024-12-30,Charged Off,,No,Alliant CU
93315,196,BankruptcyWatch Integration,TBD - Needs Business Logic,2024-12-30,Charged Off,,No,Alliant CU
93315,98,First Party Fraud - Confirmed,TBD - Needs Business Logic,2024-12-30,Charged Off,,No,Alliant CU
93315,193,Bankruptcy Monitoring,TBD - Needs Business Logic,2024-12-30,Charged Off,,No,Alliant CU
95173,196,BankruptcyWatch Integration,TBD - Needs Business Logic,2024-12-30,Charged Off,,No,Alliant CU
95173,193,Bankruptcy Monitoring,TBD - Needs Business Logic,2024-12-30,Charged Off,,No,Alliant CU
95173,181,BankruptcyWatch Primary Case Terminated,TBD - Needs Business Logic,2024-12-30,Charged Off,,No,Alliant CU
95173,77,Alliant CU,TBD - Needs Business Logic,2024-12-30,Charged Off,,No,Alliant CU
95173,98,First Party Fraud - Confirmed,TBD - Needs Business Logic,2024-12-30,Charged Off,,No,Alliant CU
95173,77,Alliant CU,TBD - Needs Business Logic,2024-12-30,Charged Off,,No,Alliant CU
102137,193,Bankruptcy Monitoring,TBD - Needs Business Logic,2024-12-30,Charged Off,,No,Veridian CU
102137,198,FEB,TBD - Needs Business Logic,2024-12-30,Charged Off,,No,Veridian CU
102137,198,FEB,TBD - Needs Business Logic,2024-12-30,Charged Off,,No,Veridian CU
102137,196,BankruptcyWatch Integration,TBD - Needs Business Logic,2024-12-30,Charged Off,,No,Veridian CU
102137,181,BankruptcyWatch Primary Case Terminated,TBD - Needs Business Logic,2024-12-30,Charged Off,,No,Veridian CU
102137,98,First Party Fraud - Confirmed,TBD - Needs Business Logic,2024-12-30,Charged Off,,No,Veridian CU
105874,18,Fraud - Declined,TBD - Needs Business Logic,2024-12-30,Charged Off,,No,Alliant CU
105874,77,Alliant CU,TBD - Needs Business Logic,2024-12-30,Charged Off,,No,Alliant CU
105874,77,Alliant CU,TBD - Needs Business Logic,2024-12-30,Charged Off,,No,Alliant CU
105874,98,First Party Fraud - Confirmed,TBD - Needs Business Logic,2024-12-30,Charged Off,,No,Alliant CU
105874,193,Bankruptcy Monitoring,TBD - Needs Business Logic,2024-12-30,Charged Off,,No,Alliant CU
105874,196,BankruptcyWatch Integration,TBD - Needs Business Logic,2024-12-30,Charged Off,,No,Alliant CU
106375,193,Bankruptcy Monitoring,TBD - Needs Business Logic,2024-12-30,Charged Off,,No,Veridian CU
106375,196,BankruptcyWatch Integration,TBD - Needs Business Logic,2024-12-30,Charged Off,,No,Veridian CU
106375,72,Do Not Call,TBD - Needs Business Logic,2024-12-30,Charged Off,,No,Veridian CU
106375,75,Do Not Mail,TBD - Needs Business Logic,2024-12-30,Charged Off,,No,Veridian CU
106375,73,Do Not SMS,TBD - Needs Business Logic,2024-12-30,Charged Off,,No,Veridian CU
106375,198,FEB,TBD - Needs Business Logic,2024-12-30,Charged Off,,No,Veridian CU
106375,98,First Party Fraud - Confirmed,TBD - Needs Business Logic,2024-12-30,Charged Off,,No,Veridian CU
106375,74,Do Not Email,TBD - Needs Business Logic,2024-12-30,Charged Off,,No,Veridian CU
106375,198,FEB,TBD - Needs Business Logic,2024-12-30,Charged Off,,No,Veridian CU
86217,18,Fraud - Declined,TBD - Needs Business Logic,2024-12-27,Charged Off,,No,GreenState CU
86217,98,First Party Fraud - Confirmed,TBD - Needs Business Logic,2024-12-27,Charged Off,,No,GreenState CU
86217,196,BankruptcyWatch Integration,TBD - Needs Business Logic,2024-12-27,Charged Off,,No,GreenState CU
86217,86,GreenState CU,TBD - Needs Business Logic,2024-12-27,Charged Off,,No,GreenState CU
86217,193,Bankruptcy Monitoring,TBD - Needs Business Logic,2024-12-27,Charged Off,,No,GreenState CU
86217,86,GreenState CU,TBD - Needs Business Logic,2024-12-27,Charged Off,,No,GreenState CU
89307,196,BankruptcyWatch Integration,TBD - Needs Business Logic,2024-12-27,Charged Off,,No,Alliant CU
89307,73,Do Not SMS,TBD - Needs Business Logic,2024-12-27,Charged Off,,No,Alliant CU
89307,193,Bankruptcy Monitoring,TBD - Needs Business Logic,2024-12-27,Charged Off,,No,Alliant CU
89307,75,Do Not Mail,TBD - Needs Business Logic,2024-12-27,Charged Off,,No,Alliant CU
89307,98,First Party Fraud - Confirmed,TBD - Needs Business Logic,2024-12-27,Charged Off,,No,Alliant CU
89307,77,Alliant CU,TBD - Needs Business Logic,2024-12-27,Charged Off,,No,Alliant CU
89307,77,Alliant CU,TBD - Needs Business Logic,2024-12-27,Charged Off,,No,Alliant CU
89307,74,Do Not Email,TBD - Needs Business Logic,2024-12-27,Charged Off,,No,Alliant CU
89307,72,Do Not Call,TBD - Needs Business Logic,2024-12-27,Charged Off,,No,Alliant CU
99949,138,Cross River Bank TM,TBD - Needs Business Logic,2024-12-27,Charged Off,,Yes - Repurchased,Payoff FBO Alliant Credit Union
99949,193,Bankruptcy Monitoring,TBD - Needs Business Logic,2024-12-27,Charged Off,,Yes - Repurchased,Payoff FBO Alliant Credit Union
99949,193,Bankruptcy Monitoring,TBD - Needs Business Logic,2024-12-27,Charged Off,,No,Cross River Bank TM
99949,75,Do Not Mail,TBD - Needs Business Logic,2024-12-27,Charged Off,,Yes - Repurchased,Payoff FBO Alliant Credit Union
99949,98,First Party Fraud - Confirmed,TBD - Needs Business Logic,2024-12-27,Charged Off,,No,Cross River Bank TM
99949,98,First Party Fraud - Confirmed,TBD - Needs Business Logic,2024-12-27,Charged Off,,Yes - Repurchased,Payoff FBO Alliant Credit Union
99949,75,Do Not Mail,TBD - Needs Business Logic,2024-12-27,Charged Off,,No,Cross River Bank TM
99949,72,Do Not Call,TBD - Needs Business Logic,2024-12-27,Charged Off,,Yes - Repurchased,Payoff FBO Alliant Credit Union
99949,73,Do Not SMS,TBD - Needs Business Logic,2024-12-27,Charged Off,,Yes - Repurchased,Payoff FBO Alliant Credit Union
99949,138,Cross River Bank TM,TBD - Needs Business Logic,2024-12-27,Charged Off,,No,Cross River Bank TM
99949,138,Cross River Bank TM,TBD - Needs Business Logic,2024-12-27,Charged Off,,Yes - Repurchased,Payoff FBO Alliant Credit Union
99949,138,Cross River Bank TM,TBD - Needs Business Logic,2024-12-27,Charged Off,,No,Cross River Bank TM
99949,138,Cross River Bank TM,TBD - Needs Business Logic,2024-12-27,Charged Off,,No,Cross River Bank TM
99949,138,Cross River Bank TM,TBD - Needs Business Logic,2024-12-27,Charged Off,,Yes - Repurchased,Payoff FBO Alliant Credit Union
99949,73,Do Not SMS,TBD - Needs Business Logic,2024-12-27,Charged Off,,No,Cross River Bank TM
99949,181,BankruptcyWatch Primary Case Terminated,TBD - Needs Business Logic,2024-12-27,Charged Off,,No,Cross River Bank TM
99949,181,BankruptcyWatch Primary Case Terminated,TBD - Needs Business Logic,2024-12-27,Charged Off,,Yes - Repurchased,Payoff FBO Alliant Credit Union
99949,196,BankruptcyWatch Integration,TBD - Needs Business Logic,2024-12-27,Charged Off,,Yes - Repurchased,Payoff FBO Alliant Credit Union
99949,196,BankruptcyWatch Integration,TBD - Needs Business Logic,2024-12-27,Charged Off,,No,Cross River Bank TM
99949,74,Do Not Email,TBD - Needs Business Logic,2024-12-27,Charged Off,,Yes - Repurchased,Payoff FBO Alliant Credit Union
99949,74,Do Not Email,TBD - Needs Business Logic,2024-12-27,Charged Off,,No,Cross River Bank TM
99949,72,Do Not Call,TBD - Needs Business Logic,2024-12-27,Charged Off,,No,Cross River Bank TM
103544,79,First Tech FCU,TBD - Needs Business Logic,2024-12-27,Charged Off,,No,First Tech FCU
103544,79,First Tech FCU,TBD - Needs Business Logic,2024-12-27,Charged Off,,No,First Tech FCU
103544,193,Bankruptcy Monitoring,TBD - Needs Business Logic,2024-12-27,Charged Off,,No,First Tech FCU
103544,196,BankruptcyWatch Integration,TBD - Needs Business Logic,2024-12-27,Charged Off,,No,First Tech FCU
103544,98,First Party Fraud - Confirmed,TBD - Needs Business Logic,2024-12-27,Charged Off,,No,First Tech FCU
112161,77,Alliant CU,TBD - Needs Business Logic,2024-12-27,Charged Off,,No,Alliant CU
112161,98,First Party Fraud - Confirmed,TBD - Needs Business Logic,2024-12-27,Charged Off,,No,Alliant CU
112161,193,Bankruptcy Monitoring,TBD - Needs Business Logic,2024-12-27,Charged Off,,No,Alliant CU
112161,77,Alliant CU,TBD - Needs Business Logic,2024-12-27,Charged Off,,No,Alliant CU
112161,196,BankruptcyWatch Integration,TBD - Needs Business Logic,2024-12-27,Charged Off,,No,Alliant CU
108525,72,Do Not Call,TBD - Needs Business Logic,2024-05-23,Charged Off,,No,First Tech FCU
108525,75,Do Not Mail,TBD - Needs Business Logic,2024-05-23,Charged Off,,No,First Tech FCU
108525,16,Fraud - Pending Investigation,TBD - Needs Business Logic,2024-05-23,Charged Off,,No,First Tech FCU
108525,196,BankruptcyWatch Integration,TBD - Needs Business Logic,2024-05-23,Charged Off,,No,First Tech FCU
108525,79,First Tech FCU,TBD - Needs Business Logic,2024-05-23,Charged Off,,No,First Tech FCU
108525,79,First Tech FCU,TBD - Needs Business Logic,2024-05-23,Charged Off,,No,First Tech FCU
108525,73,Do Not SMS,TBD - Needs Business Logic,2024-05-23,Charged Off,,No,First Tech FCU
108525,74,Do Not Email,TBD - Needs Business Logic,2024-05-23,Charged Off,,No,First Tech FCU
108525,193,Bankruptcy Monitoring,TBD - Needs Business Logic,2024-05-23,Charged Off,,No,First Tech FCU
